solution_id	designation	source_id	random_index	ref_epoch	ra	ra_error	dec	dec_error	parallax	parallax_error	parallax_over_error	pm	pmra	pmra_error	pmdec	pmdec_error	ra_dec_corr	ra_parallax_corr	ra_pmra_corr	ra_pmdec_corr	dec_parallax_corr	dec_pmra_corr	dec_pmdec_corr	parallax_pmra_corr	parallax_pmdec_corr	pmra_pmdec_corr	astrometric_n_obs_al	astrometric_n_obs_ac	astrometric_n_good_obs_al	astrometric_n_bad_obs_al	astrometric_gof_al	astrometric_chi2_al	astrometric_excess_noise	astrometric_excess_noise_sig	astrometric_params_solved	astrometric_primary_flag	nu_eff_used_in_astrometry	pseudocolour	pseudocolour_error	ra_pseudocolour_corr	dec_pseudocolour_corr	parallax_pseudocolour_corr	pmra_pseudocolour_corr	pmdec_pseudocolour_corr	astrometric_matched_transits	visibility_periods_used	astrometric_sigma5d_max	matched_transits	new_matched_transits	matched_transits_removed	ipd_gof_harmonic_amplitude	ipd_gof_harmonic_phase	ipd_frac_multi_peak	ipd_frac_odd_win	ruwe	scan_direction_strength_k1	scan_direction_strength_k2	scan_direction_strength_k3	scan_direction_strength_k4	scan_direction_mean_k1	scan_direction_mean_k2	scan_direction_mean_k3	scan_direction_mean_k4	duplicated_source	phot_g_n_obs	phot_g_mean_flux	phot_g_mean_flux_error	phot_g_mean_flux_over_error	phot_g_mean_mag	phot_bp_n_obs	phot_bp_mean_flux	phot_bp_mean_flux_error	phot_bp_mean_flux_over_error	phot_bp_mean_mag	phot_rp_n_obs	phot_rp_mean_flux	phot_rp_mean_flux_error	phot_rp_mean_flux_over_error	phot_rp_mean_mag	phot_bp_n_contaminated_transits	phot_bp_n_blended_transits	phot_rp_n_contaminated_transits	phot_rp_n_blended_transits	phot_proc_mode	phot_bp_rp_excess_factor	bp_rp	bp_g	g_rp	dr2_radial_velocity	dr2_radial_velocity_error	dr2_rv_nb_transits	dr2_rv_template_teff	dr2_rv_template_logg	dr2_rv_template_fe_h	l	b	ecl_lon	ecl_lat
1636042515805110273	"Gaia EDR3 4337352305320149760"	4337352305320149760	1751946189	2016.0	249.28979755823173	0.508539	-10.566976077121021	0.21972634	7.408845727983025	0.659556	11.233081	26.863743	10.464966834036836	0.6532903	24.741567563021235	0.6045217	0.048475157	0.46814868	0.46455574	0.29932147	0.01591647	0.0038234808	0.10433986	0.28872982	0.6550693	0.3878829	119	119	114	5	37.993538	88312.93	2.010266	4748.708	95	false		1.621912	0.09875819	0.19709864	0.106057584	-0.0127411	0.15055947	-0.09292247	16	11	1.0968738	16	16	0	0.1858419	2.1926932	0	0	4.4893146									false	112	1.7877569819872406E9	9228257.0	193.7264	2.5565956	16	8.546115627690446E8	3.1637178E7	27.012888	3.0091202	16	7.45169942956393E8	9287268.0	80.23565	2.5672572	7	0	6	0	0	0.894854	0.44186306	0.45252466	-0.010661602			0				6.281364055594375	23.587764495688642	249.22924280228403	11.391443135297594
